alert_id,event_time,db_user,event_type,severity_index,source_ip,target_object,related_event_id,description,related_session_id
11538,2026-01-21 15:25:41,admin_079,L5_ACCESS,3,172.21.135.85,sys.db_account,a252c2dd-0993-4dfd-9be3-5d37ceb81c10,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-21_G4_fc236b
11618,2026-01-21 15:25:44,security_manager_073,L5_ACCESS,3,10.69.176.115,sys.system_security_log,508c722b-daba-4a22-8775-c812e65aae3f,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-21_G4_db7ba0
11619,2026-01-21 15:28:57,security_manager_073,L5_ACCESS,3,10.69.176.115,sys.system_security_log,649b34ef-0f5f-4e3b-93cd-8880099e12b0,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-21_G4_db7ba0
11539,2026-01-21 15:29:28,admin_079,L5_ACCESS,3,172.21.135.85,sys.system_security_log,8fcf462e-763d-4ffb-82e8-ab1e083d5ada,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.system_security_log,sess_admin_079_2026-01-21_G4_fc236b
11550,2026-01-21 15:30:24,junior_dba_075,L5_ACCESS,3,10.85.113.122,sys.db_account,7170d3ed-db75-4ffd-92d5-20748d2878cd,[SIM_GENERATED] L5_ACCESS by junior_dba_075 on sys.db_account,sess_junior_dba_075_2026-01-21_G4_93f926
11620,2026-01-21 15:32:57,security_manager_073,L5_ACCESS,3,10.69.176.115,sys.db_account,d11abd50-4e23-40e5-80ba-07b1e21a2adc,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-21_G4_db7ba0
11621,2026-01-21 15:37:19,security_manager_073,L5_ACCESS,3,10.69.176.115,sys.system_security_log,a1f9d2ed-3a80-4b4b-85ad-d7a9c0c997f3,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-21_G4_db7ba0
11622,2026-01-21 15:38:52,security_manager_073,L5_ACCESS,3,10.69.176.115,sys.db_account,42e08203-8c35-4b70-a872-70090f1d25d5,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-21_G4_db7ba0
11647,2026-01-21 15:40:31,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,6ff834ce-59b9-4a44-9db2-a0a3f7feb6f1,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11665,2026-01-21 15:40:31,senior_dba_078,PRIVILEGE_CHANGE,3,10.237.59.195,sys.db_account,6ff834ce-59b9-4a44-9db2-a0a3f7feb6f1,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11532,2026-01-21 15:48:52,junior_dba_075,UNAUTHORIZED_ACCESS,2,10.85.113.122,sys.system_security_log,1e13a603-aa88-45c5-b398-96669c9f7409,[SIM_GENERATED] UNAUTHORIZED_ACCESS by junior_dba_075 on sys.system_security_log,sess_junior_dba_075_2026-01-21_G4_93f926
11648,2026-01-21 15:50:04,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,95e2d752-63f8-42a6-85d0-56c57221d652,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11649,2026-01-21 15:53:02,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,fd3944a5-ae06-4aec-a03e-a3a036b5edc9,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11666,2026-01-21 15:53:02,senior_dba_078,PRIVILEGE_CHANGE,3,10.237.59.195,sys.db_account,fd3944a5-ae06-4aec-a03e-a3a036b5edc9,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11650,2026-01-21 15:59:41,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,9ac2149f-02c6-4ea2-a17d-9465e9f36fbe,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11623,2026-01-21 16:01:46,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.system_security_log,15821dee-46f8-46c6-ac53-975b312c9f4c,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.system_security_log,sess_senior_dba_078_2026-01-21_G4_8d1131
11651,2026-01-21 16:04:41,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,a8b86db5-efab-419d-9fc4-3864fbaa374d,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11652,2026-01-21 16:07:54,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,074581ce-91d8-4d45-9a4e-e5073023e41e,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11667,2026-01-21 16:07:54,senior_dba_078,PRIVILEGE_CHANGE,3,10.237.59.195,sys.db_account,074581ce-91d8-4d45-9a4e-e5073023e41e,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11653,2026-01-21 16:15:47,senior_dba_078,L5_ACCESS,3,10.237.59.195,sys.db_account,1bcf9841-8566-40b5-9052-3e1c9d12b885,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-21_G4_8d1131
11536,2026-01-21 16:31:08,sales_staff_020,UNAUTHORIZED_ACCESS,2,10.161.72.217,sys.system_monitor_log,49f09825-dcb0-4dc2-9c0e-ee107b45d338,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_020 on sys.system_monitor_log,sess_sales_staff_020_2026-01-21_G4_ce7c54
11566,2026-01-21 16:52:45,security_analyst_071,L5_ACCESS,3,172.26.112.167,sys.db_account,fc5e9cbb-0abc-4019-9e91-8a2309f493c4,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-21_G4_7022d6
11567,2026-01-21 16:55:38,security_analyst_071,L5_ACCESS,3,172.26.112.167,sys.system_security_log,1dfd83be-bb54-4564-b86d-018f20e13ddd,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-21_G4_7022d6
11568,2026-01-21 17:01:29,security_analyst_071,L5_ACCESS,3,172.26.112.167,sys.system_security_log,51993dc8-6da0-4598-a0a1-f1d36b171f4b,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-21_G4_7022d6
11526,2026-01-21 17:07:17,data_engineer_070,UNAUTHORIZED_ACCESS,2,172.18.135.88,sys.system_security_log,3d03e110-1585-42fe-b4e6-8133a7c8083b,[SIM_GENERATED] UNAUTHORIZED_ACCESS by data_engineer_070 on sys.system_security_log,sess_data_engineer_070_2026-01-21_G4_c91623
11531,2026-01-21 17:22:56,hr_staff_047,UNAUTHORIZED_ACCESS,2,192.168.15.7,sys.system_security_log,93e6a36f-c34f-401a-b1fb-285b9c058690,[SIM_GENERATED] UNAUTHORIZED_ACCESS by hr_staff_047 on sys.system_security_log,sess_hr_staff_047_2026-01-21_G4_d6d317
11534,2026-01-21 17:23:09,sales_staff_001,UNAUTHORIZED_ACCESS,2,10.149.75.243,sys.system_security_log,d54003fc-5dc2-4bf7-bd36-eb726b9c2d8d,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_001 on sys.system_security_log,sess_sales_staff_001_2026-01-21_G4_ef2172
11547,2026-01-21 17:43:37,junior_dba_074,L5_ACCESS,3,172.27.134.34,sys.db_account,101b5b62-1122-41ac-b0bf-4a7384b8eaea,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-21_G4_03da26
11552,2026-01-21 19:05:58,junior_dba_075,L5_ACCESS,3,10.85.113.122,sys.db_account,9e2d0f25-1bd2-47b9-b448-bc679d6405ef,[SIM_GENERATED] L5_ACCESS by junior_dba_075 on sys.db_account,sess_junior_dba_075_2026-01-21_G5_721c48
11689,2026-01-22 04:55:58,junior_dba_076,L5_ACCESS,3,10.127.144.75,sys.db_account,b118c081-eb0b-4a93-8ab4-87d2537fd3cc,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-22_G5_8fc78e
11690,2026-01-22 05:01:47,junior_dba_076,L5_ACCESS,3,10.127.144.75,sys.db_account,fd5e0f5b-dda3-41aa-8de5-da9ebf94fdfe,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-22_G5_8fc78e
11788,2026-01-22 07:19:14,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.system_security_log,d4fc4c3d-04ae-47b3-98f0-48b6c33b9ff1,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.system_security_log,sess_senior_dba_078_2026-01-22_G1_843469
11772,2026-01-22 08:06:16,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.db_account,87ae4d05-b1de-466a-a2ca-9e218c156534,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G1_ffcba7
11773,2026-01-22 08:12:18,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.system_security_log,c236e3fe-c4d0-47f5-8549-99f300ef3e34,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.system_security_log,sess_senior_dba_078_2026-01-22_G1_ffcba7
11672,2026-01-22 09:14:34,developer_067,UNAUTHORIZED_ACCESS,2,192.168.15.24,hr.employee,e063f073-bbcc-4c41-9bdd-758f00cb5ee3,[SIM_GENERATED] UNAUTHORIZED_ACCESS by developer_067 on hr.employee,sess_developer_067_2026-01-22_G2_dde941
11686,2026-01-22 09:32:22,junior_dba_074,L5_ACCESS,3,172.29.106.95,sys.db_account,a4ad82a3-c874-4dd5-9e4f-ce52dbff633f,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-22_G2_4d58e8
11685,2026-01-22 09:58:15,junior_dba_074,L5_ACCESS,3,172.29.106.95,sys.db_account,b0646be6-62b5-422f-86fb-559b76bf3b46,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-22_G2_18f950
11675,2026-01-22 10:11:45,sales_staff_001,UNAUTHORIZED_ACCESS,2,192.168.14.113,hr.employee,9e7bcd3c-c307-4a57-895e-7193e5301a10,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_001 on hr.employee,sess_sales_staff_001_2026-01-22_G2_af2d56
11774,2026-01-22 10:52:23,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.db_account,0181bf13-961c-4ac9-9c97-46ae45c989a7,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11798,2026-01-22 10:52:23,senior_dba_078,PRIVILEGE_CHANGE,3,10.163.151.243,sys.db_account,0181bf13-961c-4ac9-9c97-46ae45c989a7,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11775,2026-01-22 10:57:34,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.system_security_log,b9c26889-76ad-4237-85bd-a466ae12ea2b,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.system_security_log,sess_senior_dba_078_2026-01-22_G2_54aa4a
11776,2026-01-22 11:03:25,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.db_account,0edb3128-05af-4034-8dc5-552c8753dccd,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11799,2026-01-22 11:03:25,senior_dba_078,PRIVILEGE_CHANGE,3,10.163.151.243,sys.db_account,0edb3128-05af-4034-8dc5-552c8753dccd,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11682,2026-01-22 11:04:21,admin_079,L5_ACCESS,3,192.168.89.5,sys.db_account,d67e4f7d-eaaa-496f-8586-97973298b6b6,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-22_G2_fff9c4
11777,2026-01-22 11:07:58,senior_dba_078,L5_ACCESS,3,10.163.151.243,sys.db_account,104bfcbb-b3ec-4b9c-8d43-28eb74da7aed,[SIM_GENERATED] L5_ACCESS by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11800,2026-01-22 11:07:58,senior_dba_078,PRIVILEGE_CHANGE,3,10.163.151.243,sys.db_account,104bfcbb-b3ec-4b9c-8d43-28eb74da7aed,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_078 on sys.db_account,sess_senior_dba_078_2026-01-22_G2_54aa4a
11679,2026-01-22 11:24:32,admin_079,L5_ACCESS,3,192.168.89.5,sys.system_security_log,1c3c666e-3d0d-4fd1-b783-6b8e461da9c8,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.system_security_log,sess_admin_079_2026-01-22_G2_088ab5
11680,2026-01-22 11:30:22,admin_079,L5_ACCESS,3,192.168.89.5,sys.db_account,ac6a05f5-758a-4425-b209-7abe94547181,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-22_G2_088ab5
11681,2026-01-22 11:32:01,admin_079,L5_ACCESS,3,192.168.89.5,sys.system_security_log,866b37cb-c2e6-4c34-9591-2488c7650792,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.system_security_log,sess_admin_079_2026-01-22_G2_088ab5
11710,2026-01-22 11:50:35,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,2456acae-2113-45c7-99b8-0d7f14401ee0,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11711,2026-01-22 11:54:57,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,8a0eed2d-2d3d-4ff5-978d-fb102420050d,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11712,2026-01-22 12:01:35,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,87cc1ae1-bddc-4ea4-99aa-9df6fe844822,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11713,2026-01-22 12:03:12,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,1ce48a2b-a7cc-40db-bf03-2947a6335aa5,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11714,2026-01-22 12:05:04,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,fd844f13-5052-469e-9285-6558001b85e0,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11715,2026-01-22 12:06:43,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,9dbf541d-7acc-488b-9b0e-b260545a87eb,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G2_0f0b1b
11687,2026-01-22 12:14:15,junior_dba_076,L5_ACCESS,3,10.127.144.75,sys.db_account,ef349efd-4a08-4444-83f4-f9c2fad65924,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-22_G2_030801
11676,2026-01-22 12:18:39,sales_staff_013,UNAUTHORIZED_ACCESS,2,192.168.72.134,hr.payroll,9b6d6acf-5028-4652-8dfc-22b9b8f51412,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_013 on hr.payroll,sess_sales_staff_013_2026-01-22_G3_c5da0e
11755,2026-01-22 12:23:06,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,f8ac33c3-23b9-4049-b30c-89b818ab52a6,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11791,2026-01-22 12:23:06,senior_dba_077,PRIVILEGE_CHANGE,3,172.18.125.100,sys.db_account,f8ac33c3-23b9-4049-b30c-89b818ab52a6,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11688,2026-01-22 12:27:24,junior_dba_076,L5_ACCESS,3,10.127.144.75,sys.db_account,92b72d00-952a-4ca7-be7f-b397b1a68296,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-22_G2_030801
11728,2026-01-22 12:29:12,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,781d07ff-ad33-4054-8a19-fd1bef796cca,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G3_2560c1
11683,2026-01-22 12:29:59,junior_dba_074,L5_ACCESS,3,172.29.106.95,sys.db_account,acccef38-7345-4d5b-b3ec-6281ce8dfa6e,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-22_G3_c01413
11756,2026-01-22 12:30:15,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,81a87d59-db66-42cb-a33e-d02513ada361,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11729,2026-01-22 12:31:10,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,057baf64-c3b8-4d91-b52f-ceed57b0b73f,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G3_2560c1
11757,2026-01-22 12:33:39,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,2ffe35c7-528a-4d9c-8af1-08cda5d8b736,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11792,2026-01-22 12:33:39,senior_dba_077,PRIVILEGE_CHANGE,3,172.18.125.100,sys.db_account,2ffe35c7-528a-4d9c-8af1-08cda5d8b736,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11744,2026-01-22 12:34:49,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.db_account,9d735f9d-022a-4521-a1db-e859300e467a,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-22_G3_ac047d
11730,2026-01-22 12:36:45,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,947b56a3-5c25-4140-9ee7-c000a295de0b,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G3_2560c1
11745,2026-01-22 12:37:05,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,425a78de-0a55-4a4c-a9f0-7730c718f5f3,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11731,2026-01-22 12:38:31,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,10c86034-2da7-49aa-9d0b-97a2d7a85414,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G3_2560c1
11758,2026-01-22 12:39:15,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,2b9bfc43-ba03-49cb-9bdb-1d3981dd7982,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11759,2026-01-22 12:41:54,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,509e77bc-b87c-4ab4-b63b-5f125e60e1c2,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11746,2026-01-22 12:42:22,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.db_account,b41c69a1-11f2-4222-bb35-9b768d4aa63e,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-22_G3_ac047d
11732,2026-01-22 12:42:50,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.db_account,52bcd9c8-a4a3-4c41-aeb5-d5285a235c5c,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.db_account,sess_security_analyst_072_2026-01-22_G3_2560c1
11671,2026-01-22 12:43:12,accountant_027,UNAUTHORIZED_ACCESS,2,192.168.20.166,sys.system_security_log,bc31527d-9697-427c-851d-b419bd10cd4d,[SIM_GENERATED] UNAUTHORIZED_ACCESS by accountant_027 on sys.system_security_log,sess_accountant_027_2026-01-22_G3_5ee709
11673,2026-01-22 12:43:26,procurement_staff_037,UNAUTHORIZED_ACCESS,2,172.26.74.149,sys.system_security_log,c2467f22-c721-42ed-82a9-7d0c9833c978,[SIM_GENERATED] UNAUTHORIZED_ACCESS by procurement_staff_037 on sys.system_security_log,sess_procurement_staff_037_2026-01-22_G3_007543
11691,2026-01-22 12:44:14,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.system_security_log,a53770d4-9e58-472e-ab64-4d7728a7406f,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-22_G3_10e6be
11747,2026-01-22 12:46:14,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.db_account,0aa1e3ec-222b-4b0c-b630-59d2e2291ce1,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-22_G3_ac047d
11760,2026-01-22 12:46:47,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,82bef4b4-181a-42f7-87c4-e0873ff4ab4e,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11692,2026-01-22 12:48:06,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.system_security_log,6b961e93-54b0-4687-8935-a98d0b98a987,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-22_G3_10e6be
11684,2026-01-22 12:48:51,junior_dba_074,L5_ACCESS,3,172.29.106.95,sys.db_account,8bb3de5f-29ea-42bd-b92d-547c906bbd76,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-22_G3_d7e651
11761,2026-01-22 12:49:05,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,d7a63cf7-6e2c-4aed-b73a-2fbdaa9164da,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11793,2026-01-22 12:49:05,senior_dba_077,PRIVILEGE_CHANGE,3,172.18.125.100,sys.db_account,d7a63cf7-6e2c-4aed-b73a-2fbdaa9164da,[SIM_GENERATED] PRIVILEGE_CHANGE by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11693,2026-01-22 12:49:09,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.system_security_log,99832c9a-ae6b-4898-a6d6-bd558d1eeffc,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-22_G3_10e6be
11748,2026-01-22 12:50:47,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,06dcb61b-decc-471b-9709-0cd1653d0b69,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11762,2026-01-22 12:51:58,senior_dba_077,L5_ACCESS,3,172.18.125.100,sys.db_account,4389e29b-f92d-4c83-91a7-735927c07132,[SIM_GENERATED] L5_ACCESS by senior_dba_077 on sys.db_account,sess_senior_dba_077_2026-01-22_G3_4c57ee
11749,2026-01-22 12:54:33,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.db_account,4b9fc073-4dc0-4ddc-8ce0-9742fd87b8a6,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-22_G3_ac047d
11694,2026-01-22 12:54:47,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.db_account,5323dbfe-3596-4baa-84dd-f4a59790aa4d,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-22_G3_10e6be
11750,2026-01-22 12:55:56,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,cfd5112d-f707-4c5a-85a5-f5c3c7657d99,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11751,2026-01-22 12:58:21,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,eb71e02d-f521-4d1b-b8df-28104d7b1e9d,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11752,2026-01-22 13:02:36,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,6bacd8e4-01bc-4253-af20-90ca217df8de,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11695,2026-01-22 13:03:38,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.db_account,4a89e890-0314-4b85-92ba-28fad68a01d5,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-22_G3_10e6be
11753,2026-01-22 13:03:43,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,32c276f5-cc5d-4013-805e-bf2a78747c96,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11754,2026-01-22 13:05:28,security_manager_073,L5_ACCESS,3,192.168.200.127,sys.system_security_log,8e426e06-9fe1-4253-ac62-b4698112ed5f,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-22_G3_ac047d
11696,2026-01-22 13:48:18,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.system_security_log,07583845-3aee-4941-af1c-ce5e94a89512,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-22_G3_05f579
11697,2026-01-22 13:50:28,security_analyst_071,L5_ACCESS,3,172.25.108.175,sys.system_security_log,1febc361-ecda-4088-bc8e-243e80e3f04b,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-22_G3_05f579
11716,2026-01-22 13:50:46,security_analyst_072,L5_ACCESS,3,10.0.235.167,sys.system_security_log,a705a556-8229-47f3-bfa6-27cf68138d21,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-22_G3_e4a44a
