monitor_id,event_time,db_user,session_id,cpu_utilization,memory_utilization,active_connections,disk_read_kb,disk_write_kb,backup_status
18446,2026-01-21 14:37:25,developer_066,sess_developer_066_2026-01-21_G4_4091f1,17.94,32.40,87,330.00,46.08,N/A
18443,2026-01-21 14:41:51,senior_analyst_059,sess_senior_analyst_059_2026-01-21_G4_9f300f,28.19,40.80,80,611.96,152.70,N/A
18448,2026-01-21 14:47:02.5,sales_staff_017,sess_sales_staff_017_2026-01-21_G4_4230ba,19.54,38.42,73,709.33,88.62,N/A
18450,2026-01-21 14:51:07,data_engineer_070,sess_data_engineer_070_2026-01-21_G4_5fabc2,24.29,33.97,116,490.54,41.15,N/A
18449,2026-01-21 14:51:49,hr_staff_049,sess_hr_staff_049_2026-01-21_G4_64cde3,16.99,34.80,96,758.40,102.51,N/A
18445,2026-01-21 14:51:56,developer_067,sess_developer_067_2026-01-21_G4_e40ca0,21.88,28.61,102,455.50,27.73,N/A
18451,2026-01-21 14:52:08.5,security_analyst_072,sess_security_analyst_072_2026-01-21_G4_6859b9,13.08,37.81,87,501.21,81.71,N/A
18447,2026-01-21 14:53:42.5,data_analyst_054,sess_data_analyst_054_2026-01-21_G4_1c05aa,22.64,36.85,113,483.25,135.42,N/A
18452,2026-01-21 14:56:51.5,procurement_staff_037,sess_procurement_staff_037_2026-01-21_G4_d83ce0,16.99,30.32,74,457.75,126.55,N/A
18453,2026-01-21 14:59:08.5,accountant_027,sess_accountant_027_2026-01-21_G4_3b47ea,23.09,35.84,93,561.05,87.18,N/A
18455,2026-01-21 15:06:39,developer_060,sess_developer_060_2026-01-21_G4_4d63ee,6.48,31.37,60,79.65,91.34,N/A
18454,2026-01-21 15:13:20,developer_060,sess_developer_060_2026-01-21_G4_4d63ee,21.57,33.14,89,166.77,89.60,N/A
18456,2026-01-21 15:21:52,accountant_028,sess_accountant_028_2026-01-21_G4_9422a1,16.14,40.44,96,682.52,78.48,N/A
18460,2026-01-21 15:26:38,admin_079,sess_admin_079_2026-01-21_G4_fc236b,17.53,27.76,102,396.64,70.83,SKIPPED
18457,2026-01-21 15:27:37.5,security_manager_073,sess_security_manager_073_2026-01-21_G4_db7ba0,22.17,24.19,95,542.79,71.87,N/A
18458,2026-01-21 15:34:11.5,sales_staff_008,sess_sales_staff_008_2026-01-21_G4_da8a9c,16.45,31.14,88,554.88,56.62,N/A
18463,2026-01-21 15:35:01.5,sales_staff_010,sess_sales_staff_010_2026-01-21_G4_f71b38,10.36,27.78,69,193.02,89.68,N/A
18462,2026-01-21 15:36:42,accountant_029,sess_accountant_029_2026-01-21_G4_7aa801,14.58,36.95,106,604.04,132.64,N/A
18461,2026-01-21 15:38:51,junior_dba_075,sess_junior_dba_075_2026-01-21_G4_93f926,25.90,30.21,63,348.44,108.24,N/A
18459,2026-01-21 15:41:53.5,senior_analyst_059,sess_senior_analyst_059_2026-01-21_G4_60c722,29.54,36.83,83,560.50,97.80,N/A
18465,2026-01-21 15:48:03.5,sales_staff_007,sess_sales_staff_007_2026-01-21_G4_7b132d,10.33,31.15,77,250.73,78.83,N/A
18470,2026-01-21 15:48:52,junior_dba_075,sess_junior_dba_075_2026-01-21_G4_93f926,13.65,30.69,89,89.28,89.29,N/A
18464,2026-01-21 15:55:16.5,senior_dba_078,sess_senior_dba_078_2026-01-21_G4_8d1131,21.72,30.31,116,501.50,53.72,OK
18468,2026-01-21 15:56:19,developer_066,sess_developer_066_2026-01-21_G4_3ebe25,17.23,25.04,104,108.80,79.12,N/A
18471,2026-01-21 15:58:04.5,accountant_026,sess_accountant_026_2026-01-21_G4_dbf59e,16.32,20.23,58,426.92,71.73,N/A
18466,2026-01-21 15:58:30.5,developer_065,sess_developer_065_2026-01-21_G4_5df1a0,19.56,40.70,87,473.29,36.15,N/A
18467,2026-01-21 16:00:10.5,procurement_manager_045,sess_procurement_manager_045_2026-01-21_G4_185aae,18.19,39.13,61,456.76,196.56,N/A
18472,2026-01-21 16:00:34.5,hr_staff_046,sess_hr_staff_046_2026-01-21_G4_63c484,25.49,43.96,78,518.97,97.06,N/A
18469,2026-01-21 16:01:41.5,data_analyst_057,sess_data_analyst_057_2026-01-21_G4_5b098c,17.59,30.12,76,251.60,85.79,N/A
18474,2026-01-21 16:10:15.5,procurement_staff_042,sess_procurement_staff_042_2026-01-21_G4_819e45,13.72,28.33,78,390.80,105.39,N/A
18473,2026-01-21 16:11:57.5,hr_manager_052,sess_hr_manager_052_2026-01-21_G4_147812,24.90,30.12,73,377.35,93.94,N/A
18475,2026-01-21 16:12:08,sales_staff_007,sess_sales_staff_007_2026-01-21_G4_5a8dc4,18.78,26.44,61,437.25,44.04,N/A
18476,2026-01-21 16:19:56,accountant_031,sess_accountant_031_2026-01-21_G4_108d89,19.00,31.29,99,566.47,111.74,N/A
18477,2026-01-21 16:22:42.5,sales_staff_005,sess_sales_staff_005_2026-01-21_G4_37dda0,12.90,36.66,94,357.91,85.40,N/A
18479,2026-01-21 16:27:30,sales_staff_020,sess_sales_staff_020_2026-01-21_G4_ce7c54,18.32,27.95,109,497.80,160.71,N/A
18480,2026-01-21 16:27:46.5,procurement_staff_043,sess_procurement_staff_043_2026-01-21_G4_a015b1,17.58,33.30,67,270.21,91.59,N/A
18483,2026-01-21 16:31:08,sales_staff_020,sess_sales_staff_020_2026-01-21_G4_ce7c54,16.58,26.15,63,289.52,29.38,N/A
18478,2026-01-21 16:31:24.5,sales_staff_020,sess_sales_staff_020_2026-01-21_G4_397c90,24.69,30.10,84,937.80,209.82,N/A
18481,2026-01-21 16:32:47.5,data_analyst_055,sess_data_analyst_055_2026-01-21_G4_ac40af,21.60,31.73,111,173.34,75.58,N/A
18482,2026-01-21 16:37:37,data_analyst_054,sess_data_analyst_054_2026-01-21_G4_73e281,11.97,43.01,85,437.69,76.76,N/A
18484,2026-01-21 16:40:15,sales_manager_022,sess_sales_manager_022_2026-01-21_G4_edb82e,23.75,29.59,93,378.22,103.30,N/A
18485,2026-01-21 16:51:09,security_analyst_071,sess_security_analyst_071_2026-01-21_G4_7022d6,9.44,38.38,62,251.95,80.65,N/A
18487,2026-01-21 16:54:48.5,procurement_staff_041,sess_procurement_staff_041_2026-01-21_G4_19e07c,15.86,40.95,81,367.75,118.87,N/A
18486,2026-01-21 16:57:37,data_engineer_070,sess_data_engineer_070_2026-01-21_G4_c91623,26.44,21.91,102,348.86,61.64,N/A
18489,2026-01-21 16:59:40.5,sales_staff_013,sess_sales_staff_013_2026-01-21_G4_a33d9c,18.27,24.22,69,351.74,39.02,N/A
18488,2026-01-21 17:00:35.5,procurement_staff_039,sess_procurement_staff_039_2026-01-21_G4_d8ac70,24.89,23.21,77,565.79,57.47,N/A
18491,2026-01-21 17:02:26,sales_staff_013,sess_sales_staff_013_2026-01-21_G4_092baa,19.38,34.70,70,186.36,104.00,N/A
18490,2026-01-21 17:05:11.5,sales_manager_022,sess_sales_manager_022_2026-01-21_G4_32b6c0,22.96,37.78,88,474.54,116.63,N/A
18493,2026-01-21 17:07:17,data_engineer_070,sess_data_engineer_070_2026-01-21_G4_c91623,8.06,28.01,106,306.04,34.91,N/A
18495,2026-01-21 17:20:24,sales_staff_019,sess_sales_staff_019_2026-01-21_G4_2e8b02,11.91,25.76,92,428.77,122.40,N/A
18492,2026-01-21 17:22:38,accountant_033,sess_accountant_033_2026-01-21_G4_999670,22.64,35.25,80,580.43,124.54,N/A
18501,2026-01-21 17:22:56,hr_staff_047,sess_hr_staff_047_2026-01-21_G4_d6d317,12.28,38.10,67,121.85,44.97,N/A
18502,2026-01-21 17:23:09,sales_staff_001,sess_sales_staff_001_2026-01-21_G4_ef2172,14.93,37.53,93,283.09,83.33,N/A
18498,2026-01-21 17:23:16.5,hr_staff_047,sess_hr_staff_047_2026-01-21_G4_d6d317,22.50,35.72,69,457.57,21.59,N/A
18494,2026-01-21 17:24:06,sales_manager_023,sess_sales_manager_023_2026-01-21_G4_891537,19.95,36.24,104,362.91,157.70,N/A
18496,2026-01-21 17:27:16.5,sales_staff_001,sess_sales_staff_001_2026-01-21_G4_ef2172,22.63,40.25,114,400.75,112.18,N/A
18500,2026-01-21 17:31:46.5,hr_staff_050,sess_hr_staff_050_2026-01-21_G4_b3b6d1,19.97,40.77,114,172.75,77.15,N/A
18503,2026-01-21 17:32:08.5,procurement_staff_043,sess_procurement_staff_043_2026-01-21_G4_70edd2,19.23,26.23,69,422.62,36.95,N/A
18497,2026-01-21 17:36:22.5,senior_analyst_058,sess_senior_analyst_058_2026-01-21_G4_cbb86d,16.67,27.90,63,386.69,103.67,N/A
18499,2026-01-21 17:36:29,sales_staff_001,sess_sales_staff_001_2026-01-21_G4_6766ca,27.64,27.15,100,709.13,124.08,N/A
18504,2026-01-21 17:40:56.5,junior_dba_074,sess_junior_dba_074_2026-01-21_G4_03da26,22.58,38.39,63,634.96,74.65,N/A
18507,2026-01-21 17:54:30,sales_staff_017,sess_sales_staff_017_2026-01-21_G4_1ac628,14.42,29.11,84,258.01,104.77,N/A
18506,2026-01-21 18:00:36.5,sales_manager_023,sess_sales_manager_023_2026-01-21_G4_0d0f73,18.72,43.87,112,463.65,123.77,N/A
18508,2026-01-21 18:06:04,accountant_028,sess_accountant_028_2026-01-21_G4_6f9373,22.68,37.36,88,587.71,120.83,N/A
18505,2026-01-21 18:07:31.5,finance_manager_034,sess_finance_manager_034_2026-01-21_G4_aa502e,21.34,46.63,60,407.18,99.87,N/A
18509,2026-01-21 19:03:28.5,junior_dba_075,sess_junior_dba_075_2026-01-21_G5_721c48,14.48,29.74,106,406.54,80.82,N/A
18510,2026-01-22 02:26:21.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G5_bad888,20.58,34.48,92,383.95,89.89,N/A
18511,2026-01-22 04:56:31.5,junior_dba_076,sess_junior_dba_076_2026-01-22_G5_8fc78e,15.66,24.71,80,289.60,129.66,N/A
18512,2026-01-22 07:15:04.5,senior_dba_078,sess_senior_dba_078_2026-01-22_G1_843469,16.51,40.60,99,176.59,83.46,OK
18513,2026-01-22 07:34:56.5,senior_analyst_058,sess_senior_analyst_058_2026-01-22_G1_1fe79c,26.19,30.77,63,500.04,116.27,N/A
18514,2026-01-22 07:44:45.5,data_analyst_053,sess_data_analyst_053_2026-01-22_G1_76a38b,14.12,32.25,49,391.69,111.71,N/A
18515,2026-01-22 08:09:34,senior_analyst_059,sess_senior_analyst_059_2026-01-22_G1_7f0220,15.24,27.65,79,427.03,99.82,N/A
18517,2026-01-22 08:10:12.5,senior_dba_078,sess_senior_dba_078_2026-01-22_G1_ffcba7,19.53,28.26,49,480.35,111.33,OK
18516,2026-01-22 08:15:51,data_analyst_056,sess_data_analyst_056_2026-01-22_G1_78ee29,16.19,43.48,83,764.24,162.19,N/A
18518,2026-01-22 08:57:39.5,data_analyst_053,sess_data_analyst_053_2026-01-22_G1_efdd6e,21.44,38.29,51,640.13,200.51,N/A
18519,2026-01-22 09:09:32.5,developer_067,sess_developer_067_2026-01-22_G2_dde941,21.12,27.89,52,403.00,40.46,N/A
18520,2026-01-22 09:12:52,procurement_staff_042,sess_procurement_staff_042_2026-01-22_G2_58d8d5,12.89,25.13,68,515.88,95.35,N/A
18523,2026-01-22 09:14:34,developer_067,sess_developer_067_2026-01-22_G2_dde941,11.16,17.99,92,461.29,10.94,N/A
18521,2026-01-22 09:23:54,hr_staff_048,sess_hr_staff_048_2026-01-22_G2_ad1a60,11.20,44.82,78,538.61,123.78,N/A
18526,2026-01-22 09:27:00.5,procurement_staff_039,sess_procurement_staff_039_2026-01-22_G2_8f198e,13.20,37.51,76,373.69,99.92,N/A
18524,2026-01-22 09:27:40.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G2_4d58e8,13.35,30.85,63,358.17,81.10,N/A
18525,2026-01-22 09:29:11,sales_staff_005,sess_sales_staff_005_2026-01-22_G2_bca113,11.07,25.57,90,399.30,91.33,N/A
18527,2026-01-22 09:37:40.5,sales_staff_013,sess_sales_staff_013_2026-01-22_G2_cf408d,20.74,33.32,82,409.46,49.09,N/A
18522,2026-01-22 09:43:09,senior_analyst_059,sess_senior_analyst_059_2026-01-22_G2_c7ad40,20.79,39.35,97,151.52,49.71,N/A
18528,2026-01-22 09:43:34.5,sales_staff_008,sess_sales_staff_008_2026-01-22_G2_cf75d4,18.70,39.81,90,483.78,105.50,N/A
18529,2026-01-22 09:45:39,accountant_030,sess_accountant_030_2026-01-22_G2_e16d14,12.77,33.33,96,594.73,76.19,N/A
18531,2026-01-22 09:50:43.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G2_18f950,20.23,27.73,73,363.54,80.97,N/A
18532,2026-01-22 09:56:24,sales_staff_020,sess_sales_staff_020_2026-01-22_G2_bdb2be,18.82,39.77,83,355.99,35.43,N/A
18530,2026-01-22 10:00:47,developer_062,sess_developer_062_2026-01-22_G2_8e5ff6,22.76,42.36,51,344.70,52.32,N/A
18534,2026-01-22 10:03:46.5,sales_staff_020,sess_sales_staff_020_2026-01-22_G2_8d05f7,11.31,25.56,51,226.45,66.01,N/A
18535,2026-01-22 10:05:57,sales_staff_001,sess_sales_staff_001_2026-01-22_G2_af2d56,18.63,22.99,64,122.61,73.35,N/A
18536,2026-01-22 10:08:47.5,sales_staff_014,sess_sales_staff_014_2026-01-22_G2_bb07c2,20.65,39.63,73,322.19,42.92,N/A
18537,2026-01-22 10:08:51.5,data_analyst_055,sess_data_analyst_055_2026-01-22_G2_47ce34,16.84,36.04,54,148.62,79.22,N/A
18542,2026-01-22 10:11:45,sales_staff_001,sess_sales_staff_001_2026-01-22_G2_af2d56,13.63,29.65,79,249.10,47.41,N/A
18538,2026-01-22 10:12:10,sales_staff_015,sess_sales_staff_015_2026-01-22_G2_6755e6,20.99,24.99,72,386.86,68.20,N/A
18541,2026-01-22 10:13:36,developer_067,sess_developer_067_2026-01-22_G2_4d5cb7,20.92,33.10,76,397.40,103.39,N/A
18539,2026-01-22 10:14:17.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G2_bb7a86,20.70,43.03,66,418.18,78.76,N/A
18533,2026-01-22 10:16:14,accountant_026,sess_accountant_026_2026-01-22_G2_00adae,19.33,43.59,52,635.41,141.87,N/A
18540,2026-01-22 10:19:56,data_engineer_070,sess_data_engineer_070_2026-01-22_G2_0a5081,13.18,45.63,65,143.67,32.82,N/A
18543,2026-01-22 10:27:27.5,accountant_029,sess_accountant_029_2026-01-22_G2_b4f59d,13.88,27.07,54,210.57,71.58,N/A
18547,2026-01-22 10:29:11,sales_staff_002,sess_sales_staff_002_2026-01-22_G2_e9dc64,10.86,24.57,64,482.11,62.73,N/A
18546,2026-01-22 10:31:44,sales_staff_015,sess_sales_staff_015_2026-01-22_G2_61137a,13.72,35.27,66,471.62,88.60,N/A
18545,2026-01-22 10:31:58.5,procurement_staff_038,sess_procurement_staff_038_2026-01-22_G2_1c4028,20.65,30.41,59,378.63,113.33,N/A
18552,2026-01-22 10:33:36,sales_staff_012,sess_sales_staff_012_2026-01-22_G2_3069f9,24.03,32.33,75,160.78,114.26,N/A
18551,2026-01-22 10:35:23,developer_065,sess_developer_065_2026-01-22_G2_28c874,16.41,36.78,67,340.53,23.15,N/A
18544,2026-01-22 10:35:39,junior_dba_076,sess_junior_dba_076_2026-01-22_G2_bb6fd3,21.93,35.05,85,237.95,73.08,N/A
18548,2026-01-22 10:39:03,accountant_025,sess_accountant_025_2026-01-22_G2_13fa4e,23.12,31.69,88,877.62,155.87,N/A
18553,2026-01-22 10:40:55,developer_060,sess_developer_060_2026-01-22_G2_fd0022,13.17,27.24,77,480.47,66.05,N/A
18549,2026-01-22 10:41:14.5,procurement_staff_041,sess_procurement_staff_041_2026-01-22_G2_cd8a3f,26.27,43.77,70,307.33,85.40,N/A
18550,2026-01-22 10:45:40.5,sales_manager_021,sess_sales_manager_021_2026-01-22_G2_63546a,15.45,44.89,61,557.75,48.48,N/A
18556,2026-01-22 10:49:51,sales_staff_019,sess_sales_staff_019_2026-01-22_G2_14cad0,22.59,28.88,57,470.14,107.69,N/A
18555,2026-01-22 10:49:55.5,sales_staff_002,sess_sales_staff_002_2026-01-22_G2_42c37d,21.23,40.98,69,122.89,99.86,N/A
18557,2026-01-22 10:51:33,sales_staff_014,sess_sales_staff_014_2026-01-22_G2_3bdcb8,11.71,31.71,60,127.67,93.81,N/A
18558,2026-01-22 10:54:18,hr_staff_047,sess_hr_staff_047_2026-01-22_G2_ade0d4,23.74,41.73,51,356.53,122.09,N/A
18554,2026-01-22 10:56:34,developer_064,sess_developer_064_2026-01-22_G2_b9bef5,22.37,34.73,61,315.28,48.87,N/A
18560,2026-01-22 10:57:26,senior_dba_078,sess_senior_dba_078_2026-01-22_G2_54aa4a,23.72,32.68,79,332.13,100.41,OK
18559,2026-01-22 11:02:51.5,data_analyst_055,sess_data_analyst_055_2026-01-22_G2_f51443,23.04,34.51,58,422.20,127.91,N/A
18561,2026-01-22 11:04:26.5,accountant_027,sess_accountant_027_2026-01-22_G2_75e59b,22.31,39.22,53,541.73,104.96,N/A
18564,2026-01-22 11:04:32,sales_staff_020,sess_sales_staff_020_2026-01-22_G2_1ed26b,11.13,31.64,69,670.33,93.56,N/A
18565,2026-01-22 11:06:17.5,admin_079,sess_admin_079_2026-01-22_G2_fff9c4,16.93,34.75,78,217.84,39.20,OK
18563,2026-01-22 11:08:19.5,data_engineer_068,sess_data_engineer_068_2026-01-22_G2_f999de,23.71,33.63,89,475.76,72.20,N/A
18567,2026-01-22 11:11:26.5,procurement_staff_037,sess_procurement_staff_037_2026-01-22_G2_8ebbf7,18.48,32.61,92,458.80,48.11,N/A
18570,2026-01-22 11:12:32,developer_067,sess_developer_067_2026-01-22_G2_347800,11.50,25.04,66,398.83,14.85,N/A
18562,2026-01-22 11:13:50,data_engineer_069,sess_data_engineer_069_2026-01-22_G2_001fdf,19.99,36.49,83,335.97,54.85,N/A
18566,2026-01-22 11:15:12.5,accountant_029,sess_accountant_029_2026-01-22_G2_931294,14.40,29.50,98,208.63,58.24,N/A
18569,2026-01-22 11:16:07,procurement_staff_042,sess_procurement_staff_042_2026-01-22_G2_2a47b6,12.86,37.03,88,551.30,139.53,N/A
18571,2026-01-22 11:24:06,admin_079,sess_admin_079_2026-01-22_G2_088ab5,23.63,32.48,55,457.62,107.04,OK
18568,2026-01-22 11:29:07.5,senior_analyst_058,sess_senior_analyst_058_2026-01-22_G2_325964,29.42,40.08,87,327.44,45.13,N/A
18575,2026-01-22 11:31:43,sales_staff_017,sess_sales_staff_017_2026-01-22_G2_e0fadc,20.39,21.55,76,377.21,35.37,N/A
18572,2026-01-22 11:34:04.5,accountant_032,sess_accountant_032_2026-01-22_G2_96656f,28.31,29.92,95,514.56,168.56,N/A
18574,2026-01-22 11:34:14.5,sales_staff_015,sess_sales_staff_015_2026-01-22_G2_ceaa51,12.82,38.87,60,155.63,46.99,N/A
18577,2026-01-22 11:36:50,procurement_staff_043,sess_procurement_staff_043_2026-01-22_G2_396681,16.66,35.86,76,215.22,64.07,N/A
18573,2026-01-22 11:39:55,hr_staff_051,sess_hr_staff_051_2026-01-22_G2_d42ff5,27.27,45.94,66,972.27,225.72,N/A
18576,2026-01-22 11:43:02,sales_staff_018,sess_sales_staff_018_2026-01-22_G2_ce6a95,14.70,36.42,73,414.94,132.07,N/A
18579,2026-01-22 11:56:50,security_analyst_072,sess_security_analyst_072_2026-01-22_G2_0f0b1b,13.66,39.94,75,648.20,95.63,N/A
18580,2026-01-22 11:59:02.5,hr_staff_048,sess_hr_staff_048_2026-01-22_G2_b2693d,12.43,23.26,61,435.72,108.08,N/A
18581,2026-01-22 11:59:12,accountant_027,sess_accountant_027_2026-01-22_G2_cc3d07,16.14,41.40,88,508.85,87.56,N/A
18578,2026-01-22 11:59:31.5,data_engineer_069,sess_data_engineer_069_2026-01-22_G2_a16ed5,23.17,40.47,64,344.29,34.70,N/A
18582,2026-01-22 12:02:22,procurement_staff_040,sess_procurement_staff_040_2026-01-22_G2_ac29dc,23.81,40.22,69,332.41,94.71,N/A
18583,2026-01-22 12:07:46.5,sales_staff_004,sess_sales_staff_004_2026-01-22_G2_ad18b4,24.62,36.38,86,339.97,120.02,N/A
18586,2026-01-22 12:11:15.5,sales_manager_023,sess_sales_manager_023_2026-01-22_G2_929614,23.27,35.80,50,544.28,75.48,N/A
18584,2026-01-22 12:11:29.5,junior_dba_076,sess_junior_dba_076_2026-01-22_G2_030801,27.16,24.93,70,243.58,60.59,N/A
18585,2026-01-22 12:11:50,procurement_manager_045,sess_procurement_manager_045_2026-01-22_G2_3649af,17.17,32.27,65,259.10,91.58,N/A
18589,2026-01-22 12:17:07.5,sales_staff_013,sess_sales_staff_013_2026-01-22_G3_c5da0e,16.26,30.39,71,269.37,103.76,N/A
18594,2026-01-22 12:18:39,sales_staff_013,sess_sales_staff_013_2026-01-22_G3_c5da0e,19.02,33.84,70,199.24,65.44,N/A
18588,2026-01-22 12:19:12,sales_staff_019,sess_sales_staff_019_2026-01-22_G3_db40cb,24.93,39.75,72,557.31,70.11,N/A
18593,2026-01-22 12:23:41,hr_staff_047,sess_hr_staff_047_2026-01-22_G3_a1260a,16.14,29.09,63,209.41,112.62,N/A
18592,2026-01-22 12:27:17.5,sales_staff_017,sess_sales_staff_017_2026-01-22_G3_31c089,14.24,24.66,82,299.27,85.53,N/A
18590,2026-01-22 12:30:27.5,data_analyst_056,sess_data_analyst_056_2026-01-22_G3_35685f,26.63,33.38,65,436.71,122.02,N/A
18587,2026-01-22 12:30:32,accountant_026,sess_accountant_026_2026-01-22_G3_747dcb,27.96,32.60,51,394.10,148.30,N/A
18596,2026-01-22 12:31:23.5,security_analyst_072,sess_security_analyst_072_2026-01-22_G3_2560c1,25.20,39.39,95,245.41,56.11,N/A
18599,2026-01-22 12:33:55.5,procurement_staff_037,sess_procurement_staff_037_2026-01-22_G3_fe1ed9,12.42,34.10,82,197.92,119.75,N/A
18597,2026-01-22 12:34:12,sales_manager_021,sess_sales_manager_021_2026-01-22_G3_83dc65,18.86,39.36,79,599.39,104.30,N/A
18591,2026-01-22 12:34:32,senior_dba_077,sess_senior_dba_077_2026-01-22_G3_4c57ee,20.01,24.50,69,580.71,106.80,RUNNING
18600,2026-01-22 12:35:57.5,accountant_027,sess_accountant_027_2026-01-22_G3_5ee709,21.76,26.55,87,580.58,128.61,N/A
18598,2026-01-22 12:36:05.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G3_c01413,12.98,30.15,62,273.00,34.52,N/A
18603,2026-01-22 12:36:49.5,procurement_staff_039,sess_procurement_staff_039_2026-01-22_G3_23aef4,12.70,38.76,54,432.90,87.71,N/A
18595,2026-01-22 12:37:03,sales_staff_018,sess_sales_staff_018_2026-01-22_G3_ec6d71,29.62,37.81,80,376.88,116.34,N/A
18601,2026-01-22 12:40:46,junior_dba_076,sess_junior_dba_076_2026-01-22_G3_789b41,23.21,32.52,62,531.65,50.95,N/A
18613,2026-01-22 12:43:12,accountant_027,sess_accountant_027_2026-01-22_G3_5ee709,11.96,35.40,76,462.84,74.89,N/A
18614,2026-01-22 12:43:26,procurement_staff_037,sess_procurement_staff_037_2026-01-22_G3_007543,5.03,29.75,93,138.62,31.45,N/A
18605,2026-01-22 12:45:05.5,junior_dba_074,sess_junior_dba_074_2026-01-22_G3_d7e651,15.62,30.78,73,355.71,94.60,N/A
18604,2026-01-22 12:45:08,sales_staff_016,sess_sales_staff_016_2026-01-22_G3_1d99af,19.33,34.53,51,685.07,101.34,N/A
18606,2026-01-22 12:46:00,procurement_staff_037,sess_procurement_staff_037_2026-01-22_G3_007543,17.92,29.23,71,502.60,90.06,N/A
18602,2026-01-22 12:48:02.5,security_manager_073,sess_security_manager_073_2026-01-22_G3_ac047d,21.43,26.21,98,131.26,55.17,N/A
18611,2026-01-22 12:48:33,developer_065,sess_developer_065_2026-01-22_G3_dba66e,20.86,33.52,69,366.71,66.96,N/A
18608,2026-01-22 12:49:19.5,sales_staff_011,sess_sales_staff_011_2026-01-22_G3_94ba7b,14.89,34.94,76,540.13,29.13,N/A
18612,2026-01-22 12:50:23.5,procurement_staff_042,sess_procurement_staff_042_2026-01-22_G3_5facb7,22.67,34.49,61,259.78,118.93,N/A
18610,2026-01-22 12:52:08,security_analyst_071,sess_security_analyst_071_2026-01-22_G3_10e6be,23.32,25.76,64,283.54,43.13,N/A
18609,2026-01-22 12:54:28.5,procurement_staff_036,sess_procurement_staff_036_2026-01-22_G3_9f910a,18.77,30.35,84,510.30,91.98,N/A
18607,2026-01-22 12:54:31,sales_staff_005,sess_sales_staff_005_2026-01-22_G3_92c300,15.27,25.82,73,494.58,195.17,N/A
18616,2026-01-22 12:54:53,sales_staff_012,sess_sales_staff_012_2026-01-22_G3_b8706a,14.67,28.95,93,395.33,73.40,N/A
18618,2026-01-22 12:55:38.5,hr_staff_047,sess_hr_staff_047_2026-01-22_G3_4752e8,11.82,32.13,51,356.78,99.64,N/A
18619,2026-01-22 13:02:32,procurement_staff_039,sess_procurement_staff_039_2026-01-22_G3_2cfc5d,12.84,21.20,95,295.35,109.23,N/A
18617,2026-01-22 13:04:49,senior_analyst_059,sess_senior_analyst_059_2026-01-22_G3_a71fbd,28.11,37.02,61,581.32,151.69,N/A
18621,2026-01-22 13:05:59.5,procurement_manager_044,sess_procurement_manager_044_2026-01-22_G3_7bb97f,17.48,31.64,52,296.65,50.22,N/A
18615,2026-01-22 13:06:37,sales_manager_022,sess_sales_manager_022_2026-01-22_G3_cb2637,27.96,31.70,65,501.19,179.15,N/A
18622,2026-01-22 13:11:26.5,data_engineer_068,sess_data_engineer_068_2026-01-22_G3_9bfdfb,25.25,28.50,74,260.97,71.68,N/A
18620,2026-01-22 13:11:29.5,hr_manager_052,sess_hr_manager_052_2026-01-22_G3_5bae65,14.53,36.97,50,234.62,70.47,N/A
18623,2026-01-22 13:14:43,developer_067,sess_developer_067_2026-01-22_G3_cb6982,10.55,40.45,62,226.36,55.01,N/A
18626,2026-01-22 13:16:10.5,developer_060,sess_developer_060_2026-01-22_G3_03eeb6,9.84,27.62,97,395.56,70.36,N/A
18625,2026-01-22 13:17:24,developer_063,sess_developer_063_2026-01-22_G3_8f3ca6,14.25,29.18,55,464.55,93.39,N/A
18630,2026-01-22 13:25:36.5,accountant_030,sess_accountant_030_2026-01-22_G3_3fb55f,12.63,25.35,68,272.74,122.18,N/A
18627,2026-01-22 13:26:05,procurement_manager_044,sess_procurement_manager_044_2026-01-22_G3_7d16d5,17.19,41.23,65,305.76,142.60,N/A
18628,2026-01-22 13:26:06.5,sales_staff_008,sess_sales_staff_008_2026-01-22_G3_7b09b4,20.43,25.72,95,268.69,45.76,N/A
18624,2026-01-22 13:29:29.5,senior_analyst_058,sess_senior_analyst_058_2026-01-22_G3_966374,20.97,28.49,73,526.92,116.65,N/A
18629,2026-01-22 13:30:07,developer_063,sess_developer_063_2026-01-22_G3_521fbc,14.91,24.25,84,418.61,23.46,N/A
18631,2026-01-22 13:34:48,procurement_staff_040,sess_procurement_staff_040_2026-01-22_G3_ec5466,25.14,40.79,79,365.63,134.24,N/A
18632,2026-01-22 13:36:45,developer_064,sess_developer_064_2026-01-22_G3_dd86bf,13.07,26.75,75,374.29,31.62,N/A
18633,2026-01-22 13:44:33,sales_staff_014,sess_sales_staff_014_2026-01-22_G3_ba9121,15.38,27.53,83,535.98,28.34,N/A
18634,2026-01-22 13:50:57.5,developer_063,sess_developer_063_2026-01-22_G3_0d1338,13.60,28.02,56,434.38,58.71,N/A
18637,2026-01-22 13:51:03.5,sales_staff_011,sess_sales_staff_011_2026-01-22_G3_b32891,6.95,28.80,84,478.00,114.49,N/A
